comuna,ica,fecha,id
comuna 15,100,2024-06-23,6421
comuna 10,71,2024-06-23,1525
comuna 4,83,2024-06-23,3093
comuna 2,100,2024-01-30,35896
comuna 1,14,2024-06-23,11836
comuna 15,17,2024-06-23,875
comuna 4,67,2024-07-31,38924
comuna 6,13,2024-06-25,23465
comuna 6,52,2024-06-23,16876
comuna 9,20,2024-06-23,40742
comuna 2,36,2024-07-31,18525
comuna 14,41,2024-06-23,21102
comuna 1,70,2024-06-23,4553
comuna 6,15,2024-06-23,34519
comuna 13,68,2024-07-31,9357
comuna 14,71,2024-06-25,6539
comuna 8,48,2024-06-25,25472
comuna 13,66,2024-06-25,26489
comuna 8,70,2024-06-25,10412
comuna 15,33,2024-07-31,17091
comuna 15,77,2024-01-30,35150
comuna 1,63,2024-06-25,16384
comuna 13,97,2024-06-25,22144
comuna 1,66,2024-07-31,8662
comuna 4,92,2024-06-23,18785
comuna 2,91,2024-06-25,38286
comuna 4,38,2024-06-25,42410
comuna 9,42,2024-06-23,36426
comuna 13,80,2024-06-23,13709
comuna 7,35,2024-01-30,32390
comuna 2,30,2024-01-30,37501
comuna 3,64,2024-07-31,27979
comuna 6,85,2024-07-31,33761
comuna 4,91,2024-01-30,20260
comuna 11,65,2024-01-30,32198
comuna 13,54,2024-06-23,34796
comuna 11,73,2024-06-23,31712
comuna 2,96,2024-07-31,31764
comuna 10,10,2024-06-25,44874
comuna 5,28,2024-06-25,1318
comuna 3,35,2024-01-30,16362
comuna 1,45,2024-06-25,18800
comuna 12,74,2024-06-25,2914
comuna 5,91,2024-01-30,21430
comuna 6,11,2024-06-25,4759
comuna 13,55,2024-06-23,36561
comuna 7,53,2024-07-31,4390
comuna 15,30,2024-07-31,2778
comuna 11,71,2024-06-23,33946
comuna 10,27,2024-01-30,49341
comuna 6,96,2024-06-25,32635
comuna 4,30,2024-06-23,42766
comuna 7,60,2024-07-31,14449
comuna 9,15,2024-01-30,29426
comuna 3,12,2024-06-25,36639
comuna 6,20,2024-06-25,25932
comuna 3,77,2024-06-23,17991
comuna 3,63,2024-06-23,45442
comuna 5,54,2024-06-25,37906
comuna 8,63,2024-06-23,39548
comuna 8,76,2024-01-30,42531
comuna 12,83,2024-01-30,13360
comuna 4,97,2024-06-25,33312
comuna 2,70,2024-01-30,27461
comuna 9,26,2024-07-31,21684
comuna 11,96,2024-07-31,45686
comuna 8,99,2024-06-23,36808
comuna 2,80,2024-06-23,26627
comuna 8,39,2024-06-25,35697
comuna 8,70,2024-06-23,904
comuna 1,34,2024-07-31,24787
comuna 4,91,2024-01-30,21062
comuna 10,65,2024-06-23,18499
comuna 13,31,2024-06-23,10222
comuna 8,96,2024-01-30,20913
comuna 13,20,2024-01-30,24871
comuna 6,89,2024-07-31,39112
comuna 2,53,2024-07-31,25307
comuna 15,14,2024-07-31,24528
comuna 14,82,2024-07-31,12132
comuna 10,18,2024-06-25,26301
comuna 8,83,2024-07-31,24602
comuna 8,77,2024-07-31,36425
comuna 13,20,2024-07-31,34607
comuna 7,43,2024-06-23,946
comuna 3,66,2024-06-25,46204
comuna 1,19,2024-06-25,28804
comuna 4,22,2024-01-30,46605
comuna 1,16,2024-01-30,40045
comuna 4,27,2024-06-23,47619
comuna 6,72,2024-07-31,31636
comuna 12,23,2024-06-23,3320
comuna 2,30,2024-07-31,3447
comuna 15,12,2024-06-23,19705
comuna 2,93,2024-06-25,42826
comuna 14,76,2024-06-23,40253
comuna 3,44,2024-07-31,12251
comuna 8,65,2024-07-31,33523
comuna 15,28,2024-06-23,42017
comuna 16,77,2024-06-25,19475
comuna 6,99,2024-06-23,13631
comuna 7,95,2024-06-25,42362
comuna 16,10,2024-07-31,2917
comuna 13,37,2024-06-25,13880
comuna 12,45,2024-06-25,5434
comuna 9,52,2024-01-30,44184
comuna 4,79,2024-06-25,25531
comuna 9,97,2024-06-23,33777
comuna 12,44,2024-06-23,39999
comuna 13,72,2024-06-23,26506
comuna 10,76,2024-01-30,37199
comuna 16,33,2024-01-30,7387
comuna 13,73,2024-06-23,24944
comuna 12,36,2024-01-30,23173
comuna 13,55,2024-01-30,28013
comuna 7,77,2024-01-30,4340
comuna 11,16,2024-01-30,15694
comuna 13,52,2024-01-30,30774
comuna 8,43,2024-01-30,28829
comuna 6,60,2024-06-25,37884
comuna 14,68,2024-07-31,17306
comuna 1,91,2024-07-31,3407
comuna 9,40,2024-01-30,22831
comuna 12,29,2024-01-30,18373
comuna 1,40,2024-06-25,34158
comuna 4,45,2024-06-25,33306
comuna 6,61,2024-06-25,47940
comuna 9,86,2024-01-30,9408
comuna 11,37,2024-06-23,25225
comuna 7,12,2024-07-31,43356
comuna 15,12,2024-07-31,11783
comuna 1,47,2024-01-30,38316
comuna 15,21,2024-06-25,4203
comuna 16,12,2024-01-30,31849
comuna 10,60,2024-06-23,3853
comuna 14,17,2024-01-30,28124
comuna 4,55,2024-06-25,6205
comuna 9,32,2024-06-25,33983
comuna 14,76,2024-06-23,46162
comuna 7,61,2024-07-31,20806
comuna 1,39,2024-06-25,45462
comuna 13,32,2024-06-25,10176
comuna 7,48,2024-01-30,30044
comuna 13,22,2024-01-30,9721
comuna 8,63,2024-01-30,43400
comuna 10,97,2024-01-30,34351
comuna 3,46,2024-01-30,47348
comuna 14,44,2024-01-30,22264
comuna 8,90,2024-06-25,24502
comuna 16,16,2024-06-23,37959
comuna 15,58,2024-01-30,5609
comuna 3,86,2024-06-25,35476
comuna 2,59,2024-06-25,23544
comuna 11,30,2024-07-31,27448
comuna 3,44,2024-06-25,27596
comuna 6,25,2024-06-23,17774
comuna 6,72,2024-06-25,47915
comuna 9,56,2024-06-23,31206
comuna 1,35,2024-01-30,24651
comuna 6,75,2024-07-31,39588
comuna 10,66,2024-06-23,29173
comuna 3,99,2024-07-31,12810
comuna 3,88,2024-01-30,23660
comuna 2,55,2024-07-31,34230
comuna 15,70,2024-06-23,45932
comuna 9,72,2024-06-23,10812
comuna 14,66,2024-06-23,36484
comuna 12,71,2024-01-30,20150
comuna 14,12,2024-01-30,37578
comuna 5,16,2024-06-23,40898
comuna 8,100,2024-07-31,31082
comuna 4,10,2024-06-25,1033
comuna 5,11,2024-07-31,9563
comuna 6,32,2024-07-31,44102
comuna 14,88,2024-06-25,48537
comuna 15,85,2024-06-23,18234
comuna 11,16,2024-06-23,7108
comuna 5,49,2024-06-25,32850
comuna 7,15,2024-06-25,20823
comuna 14,91,2024-06-25,45923
comuna 16,64,2024-07-31,16712
comuna 1,25,2024-06-25,46215
comuna 11,28,2024-07-31,29878
comuna 11,61,2024-06-25,26875
comuna 13,19,2024-06-25,8801
comuna 14,88,2024-01-30,10506
comuna 6,64,2024-06-25,5506
comuna 1,11,2024-06-25,10564
comuna 13,11,2024-06-23,14527
comuna 4,75,2024-06-23,7359
comuna 6,58,2024-06-25,32066
comuna 11,82,2024-06-25,420
comuna 7,55,2024-01-30,39706
comuna 10,15,2024-01-30,44745
comuna 15,34,2024-07-31,28035
comuna 3,42,2024-07-31,13290
comuna 4,32,2024-06-25,4280
comuna 6,11,2024-01-30,8070
comuna 11,13,2024-06-23,37147
comuna 1,35,2024-07-31,21273
comuna 13,33,2024-06-25,41462
comuna 5,75,2024-01-30,30055
comuna 9,86,2024-06-25,25480
comuna 13,17,2024-06-23,19043
comuna 16,72,2024-06-25,26693
comuna 3,97,2024-07-31,6085
comuna 8,93,2024-06-23,38116
comuna 3,25,2024-01-30,46045
comuna 2,12,2024-06-25,10008
comuna 6,41,2024-07-31,11988
comuna 6,39,2024-01-30,1718
comuna 5,42,2024-01-30,20013
comuna 8,18,2024-06-23,46450
comuna 14,92,2024-06-25,32169
comuna 1,92,2024-06-23,6353
comuna 7,76,2024-01-30,44770
comuna 12,18,2024-06-23,33471
comuna 4,75,2024-07-31,49557
comuna 5,56,2024-06-23,4462
comuna 10,45,2024-06-25,24592
comuna 15,35,2024-06-25,12984
comuna 2,37,2024-07-31,6412
comuna 15,16,2024-01-30,18146
comuna 8,35,2024-06-23,2421
comuna 7,26,2024-06-25,37380
comuna 15,53,2024-01-30,5357
comuna 13,91,2024-01-30,4470
comuna 1,19,2024-07-31,31230
comuna 12,45,2024-06-23,24487
comuna 3,95,2024-06-25,16720
comuna 15,50,2024-06-23,35665
comuna 3,53,2024-07-31,36787
comuna 10,29,2024-01-30,28934
comuna 9,88,2024-06-25,47174
comuna 13,79,2024-07-31,20026
comuna 9,77,2024-06-23,39384
comuna 13,17,2024-01-30,31852
comuna 13,84,2024-06-23,7397
comuna 3,30,2024-06-23,20110
comuna 13,65,2024-01-30,39736
comuna 6,70,2024-06-23,16379
comuna 2,19,2024-06-25,44354
comuna 14,82,2024-06-25,23080
comuna 2,98,2024-07-31,10213
comuna 12,49,2024-06-25,32497
comuna 4,24,2024-06-25,43583
comuna 10,87,2024-07-31,19764
comuna 16,100,2024-06-23,30834
comuna 7,53,2024-06-23,42659
comuna 1,66,2024-06-25,39736
comuna 13,21,2024-07-31,10639
comuna 12,69,2024-01-30,1510
comuna 3,35,2024-07-31,37212
comuna 9,78,2024-01-30,49588
comuna 12,55,2024-07-31,32229
comuna 12,43,2024-01-30,1868
comuna 6,78,2024-01-30,39156
comuna 11,83,2024-07-31,16882
comuna 13,83,2024-06-25,18961
comuna 2,82,2024-01-30,31489
comuna 10,76,2024-07-31,42688
comuna 3,62,2024-07-31,27862
comuna 11,68,2024-01-30,33541
comuna 10,60,2024-01-30,43738
comuna 9,78,2024-06-23,834
comuna 14,48,2024-07-31,2065
comuna 10,72,2024-06-25,22534
comuna 10,46,2024-01-30,11380
comuna 16,12,2024-01-30,41486
comuna 15,36,2024-06-23,27017
comuna 9,87,2024-07-31,40411
comuna 13,48,2024-01-30,12074
comuna 11,91,2024-07-31,8721
comuna 8,21,2024-07-31,48986
comuna 7,44,2024-01-30,24909
comuna 8,84,2024-01-30,12831
comuna 13,37,2024-01-30,49863
comuna 15,87,2024-01-30,24069
comuna 14,43,2024-07-31,48650
comuna 14,31,2024-06-23,10069
comuna 5,18,2024-06-25,39506
comuna 8,96,2024-06-23,6736
comuna 9,58,2024-01-30,5995
comuna 7,70,2024-01-30,15255
comuna 15,85,2024-06-23,34651
comuna 12,99,2024-07-31,22077
comuna 7,56,2024-07-31,46603
comuna 11,93,2024-06-23,15431
comuna 6,67,2024-01-30,30988
comuna 11,37,2024-07-31,36637
comuna 1,73,2024-06-23,39937
comuna 8,69,2024-06-23,38611
comuna 6,94,2024-01-30,25855
comuna 8,54,2024-01-30,1615
comuna 10,62,2024-06-25,38096
comuna 1,56,2024-07-31,42844
comuna 2,72,2024-06-23,8122
comuna 16,91,2024-06-23,43178
comuna 12,63,2024-01-30,2708
comuna 7,55,2024-01-30,15018
comuna 9,99,2024-06-25,19020
comuna 1,37,2024-01-30,11341
comuna 11,21,2024-06-25,29257
comuna 11,48,2024-01-30,41211
comuna 16,82,2024-07-31,21142
comuna 6,76,2024-06-25,1136
comuna 9,97,2024-06-25,26482
comuna 8,82,2024-07-31,13029
comuna 6,26,2024-01-30,14062
comuna 14,59,2024-07-31,4354
comuna 8,100,2024-06-23,34573
comuna 9,84,2024-07-31,29014
comuna 13,66,2024-01-30,17949
comuna 6,30,2024-06-25,41633
comuna 12,15,2024-01-30,34863
comuna 11,99,2024-06-23,15389
comuna 15,39,2024-06-23,30678
comuna 12,43,2024-01-30,48565
comuna 8,18,2024-01-30,40762
comuna 9,49,2024-01-30,28975
comuna 16,21,2024-06-23,22918
comuna 6,69,2024-06-25,2583
comuna 5,76,2024-01-30,16310
comuna 3,78,2024-06-25,25759
comuna 3,48,2024-01-30,46533
comuna 6,38,2024-01-30,14578
comuna 3,63,2024-06-23,27872
comuna 15,98,2024-06-25,35762
comuna 4,32,2024-01-30,47168
comuna 11,93,2024-06-23,45221
comuna 12,55,2024-06-23,25916
comuna 4,11,2024-07-31,13308
comuna 16,42,2024-07-31,41317
comuna 2,63,2024-07-31,45973
comuna 3,27,2024-06-23,30700
comuna 10,22,2024-01-30,45451
comuna 4,73,2024-06-25,39584
comuna 11,75,2024-01-30,33710
comuna 12,34,2024-06-25,6395
comuna 7,91,2024-01-30,15427
comuna 11,66,2024-06-23,10628
comuna 3,37,2024-06-25,40663
comuna 4,65,2024-06-25,44388
comuna 6,40,2024-06-23,10770
comuna 11,40,2024-06-25,39740
comuna 9,51,2024-06-23,31861
comuna 1,19,2024-07-31,17468
comuna 16,41,2024-06-25,29281
comuna 3,78,2024-06-23,3225
comuna 13,20,2024-06-23,15658
comuna 14,22,2024-06-23,22207
comuna 14,29,2024-07-31,19750
comuna 9,70,2024-07-31,5932
comuna 1,97,2024-07-31,6657
comuna 11,31,2024-06-23,30444
comuna 12,60,2024-01-30,35027
comuna 8,28,2024-06-23,8853
comuna 4,25,2024-06-25,40738
comuna 5,87,2024-06-23,20830
comuna 11,79,2024-06-23,13323
comuna 15,60,2024-01-30,44035
comuna 1,93,2024-01-30,14528
comuna 10,37,2024-01-30,27491
comuna 6,43,2024-07-31,26889
comuna 7,75,2024-01-30,25550
comuna 9,61,2024-06-23,5030
comuna 1,70,2024-06-25,25420
comuna 16,65,2024-06-25,23732
comuna 10,91,2024-01-30,37504
comuna 9,57,2024-06-23,19930
comuna 9,60,2024-06-23,11756
comuna 6,58,2024-01-30,31624
comuna 12,90,2024-06-25,38044
comuna 6,41,2024-01-30,45663
comuna 3,83,2024-06-25,30317
comuna 14,51,2024-07-31,706
comuna 16,97,2024-07-31,31258
comuna 15,83,2024-01-30,33645
comuna 13,88,2024-07-31,17689
comuna 6,70,2024-07-31,12208
comuna 14,71,2024-01-30,41710
comuna 1,100,2024-07-31,46840
comuna 7,57,2024-01-30,5718
comuna 12,50,2024-06-25,1109
comuna 8,90,2024-06-25,2488
comuna 8,31,2024-06-25,30586
comuna 7,11,2024-06-23,16857
comuna 15,34,2024-06-23,20901
comuna 12,19,2024-01-30,44275
comuna 3,41,2024-07-31,25509
comuna 10,59,2024-07-31,40393
comuna 16,37,2024-07-31,67
comuna 9,51,2024-06-25,16489
comuna 8,92,2024-06-23,6946
comuna 1,36,2024-01-30,1638
comuna 16,98,2024-06-23,6424
comuna 4,10,2024-06-25,48803
comuna 15,30,2024-06-25,41833
comuna 6,45,2024-06-23,27272
comuna 14,32,2024-06-25,1397
comuna 5,92,2024-06-23,46500
comuna 9,73,2024-01-30,33049
comuna 1,74,2024-06-23,24367
comuna 16,29,2024-01-30,20945
comuna 3,60,2024-07-31,8712
comuna 15,25,2024-01-30,4557
comuna 14,79,2024-06-25,38868
comuna 3,12,2024-07-31,23809
comuna 4,75,2024-01-30,4190
comuna 6,15,2024-07-31,44223
comuna 4,43,2024-01-30,23205
comuna 9,26,2024-06-25,11884
comuna 14,49,2024-06-23,4603
comuna 12,45,2024-07-31,34478
comuna 11,73,2024-06-25,30144
comuna 11,37,2024-01-30,34889
comuna 7,89,2024-06-23,22821
comuna 14,13,2024-01-30,27736
comuna 8,91,2024-07-31,22766
comuna 1,18,2024-07-31,21606
comuna 13,76,2024-01-30,30819
comuna 13,53,2024-07-31,9287
comuna 14,33,2024-07-31,24589
comuna 8,89,2024-06-23,28173
comuna 6,45,2024-07-31,35590
comuna 3,49,2024-06-23,25566
comuna 15,81,2024-07-31,40944
comuna 8,76,2024-06-25,24131
comuna 14,29,2024-06-25,28661
comuna 3,79,2024-06-25,13158
comuna 14,30,2024-06-23,823
comuna 6,11,2024-06-25,21663
comuna 14,29,2024-06-23,9188
comuna 12,26,2024-07-31,6218
comuna 12,48,2024-07-31,39135
comuna 13,66,2024-07-31,28336
comuna 11,46,2024-06-23,11983
comuna 15,97,2024-07-31,48082
comuna 12,60,2024-06-23,19963
comuna 1,40,2024-01-30,3661
comuna 14,64,2024-06-23,23952
comuna 9,19,2024-06-23,10990
comuna 9,84,2024-07-31,37552
comuna 2,55,2024-01-30,39864
comuna 2,35,2024-06-25,43237
comuna 5,32,2024-06-25,49844
comuna 7,29,2024-06-23,49749
comuna 13,90,2024-01-30,18088
comuna 10,56,2024-07-31,38897
comuna 2,45,2024-01-30,20289
comuna 11,21,2024-01-30,30842
comuna 10,51,2024-01-30,16203
comuna 10,41,2024-01-30,39768
comuna 16,38,2024-07-31,712
comuna 8,57,2024-06-23,45929
comuna 15,37,2024-07-31,42993
comuna 1,40,2024-07-31,23162
comuna 8,52,2024-01-30,41230
comuna 5,72,2024-01-30,30149
comuna 6,49,2024-06-25,36374
comuna 7,51,2024-07-31,22032
comuna 13,42,2024-06-25,14572
comuna 15,20,2024-06-23,12959
comuna 10,55,2024-07-31,9566
comuna 16,34,2024-01-30,26917
comuna 13,50,2024-06-23,145
comuna 15,72,2024-06-23,24897
comuna 14,60,2024-06-23,10420
comuna 3,65,2024-01-30,47262
comuna 11,55,2024-06-23,39725
comuna 1,96,2024-06-23,35926
comuna 2,39,2024-06-25,32576
comuna 1,98,2024-06-23,10013
comuna 10,95,2024-01-30,16695
comuna 16,44,2024-07-31,29405
comuna 2,44,2024-07-31,42642
comuna 1,23,2024-01-30,27665
comuna 9,11,2024-07-31,42106
comuna 15,93,2024-07-31,44536
comuna 8,47,2024-06-25,47004
comuna 7,32,2024-01-30,42771
comuna 8,83,2024-01-30,26209
comuna 12,18,2024-07-31,21854
comuna 1,14,2024-07-31,45896
comuna 14,13,2024-01-30,12061
comuna 3,78,2024-06-25,43681
comuna 2,38,2024-06-25,7509
comuna 6,57,2024-07-31,1315
comuna 4,30,2024-06-25,42312
comuna 6,83,2024-07-31,2694
comuna 11,91,2024-06-23,14701
comuna 8,36,2024-07-31,35211
comuna 14,71,2024-06-23,28673
comuna 16,38,2024-01-30,19578
comuna 11,14,2024-06-25,37026
comuna 15,24,2024-07-31,11713
comuna 12,25,2024-06-25,2412
comuna 14,68,2024-06-23,28817
comuna 3,93,2024-07-31,41537
comuna 7,83,2024-07-31,34351
comuna 4,39,2024-07-31,22150
comuna 2,61,2024-07-31,32510
comuna 12,41,2024-06-25,19216
comuna 14,31,2024-06-23,4528
comuna 7,80,2024-01-30,43767
comuna 11,85,2024-07-31,352
comuna 2,21,2024-07-31,37478
comuna 14,89,2024-07-31,15477
comuna 2,19,2024-07-31,2977
comuna 12,68,2024-07-31,9737
comuna 9,78,2024-06-25,2772
comuna 12,85,2024-06-25,572
comuna 1,65,2024-06-23,8466
comuna 11,81,2024-07-31,36023
comuna 6,90,2024-06-25,17766
comuna 12,32,2024-07-31,42272
comuna 10,33,2024-07-31,36175
comuna 3,97,2024-06-25,6510
comuna 1,92,2024-06-25,37785
comuna 10,45,2024-07-31,16766
comuna 14,16,2024-01-30,14976
comuna 8,91,2024-06-23,4703
comuna 15,88,2024-06-23,47461
comuna 11,50,2024-07-31,38754
comuna 4,98,2024-01-30,13627
comuna 2,13,2024-07-31,45949
comuna 13,37,2024-06-25,34467
comuna 14,54,2024-07-31,1324
comuna 10,92,2024-07-31,20069
comuna 14,49,2024-06-25,17401
comuna 3,43,2024-06-23,33831
comuna 13,75,2024-07-31,34356
comuna 5,88,2024-06-23,26925
comuna 14,47,2024-06-25,33282
comuna 3,52,2024-06-23,36400
comuna 3,52,2024-01-30,38948
comuna 15,50,2024-06-25,6934
comuna 13,25,2024-06-23,3144
comuna 3,78,2024-06-23,4381
comuna 8,84,2024-07-31,42327
comuna 8,96,2024-07-31,9853
comuna 12,38,2024-07-31,10765
comuna 3,77,2024-01-30,1799
comuna 10,73,2024-07-31,5414
comuna 14,65,2024-01-30,40816
comuna 6,84,2024-07-31,42323
comuna 7,23,2024-07-31,18376
comuna 9,51,2024-01-30,14996
comuna 13,13,2024-06-23,2062
comuna 7,62,2024-07-31,20061
comuna 16,92,2024-07-31,2136
comuna 12,26,2024-06-23,34500
comuna 5,82,2024-06-23,32569
comuna 4,20,2024-07-31,44301
comuna 7,33,2024-06-25,2166
comuna 11,11,2024-01-30,33693
comuna 6,50,2024-06-23,42989
comuna 9,26,2024-07-31,4434
comuna 1,96,2024-07-31,3857
comuna 6,55,2024-01-30,20121
comuna 4,37,2024-06-23,29381
comuna 10,76,2024-06-25,26075
comuna 11,28,2024-06-25,13693
comuna 5,18,2024-06-25,2414
comuna 11,39,2024-06-23,47222
comuna 13,86,2024-07-31,37651
comuna 13,85,2024-06-25,37747
comuna 3,39,2024-06-23,32930
comuna 5,63,2024-06-23,37301
comuna 4,24,2024-07-31,7098
comuna 4,88,2024-06-25,19827
comuna 14,70,2024-01-30,28749
comuna 6,93,2024-06-25,38835
comuna 13,98,2024-06-23,20151
comuna 15,82,2024-07-31,6830
comuna 1,40,2024-07-31,41021
comuna 12,51,2024-06-23,23359
comuna 2,66,2024-07-31,13768
comuna 2,31,2024-06-25,42134
comuna 15,56,2024-01-30,43436
comuna 15,20,2024-01-30,8989
comuna 2,64,2024-06-23,37293
comuna 11,91,2024-01-30,11397
comuna 4,70,2024-06-23,33062
comuna 6,90,2024-07-31,30308
comuna 13,50,2024-07-31,11933
comuna 2,39,2024-06-25,18900
comuna 16,54,2024-06-25,5358
comuna 14,56,2024-06-25,19200
comuna 6,17,2024-01-30,36967
comuna 4,26,2024-06-23,18645
comuna 5,49,2024-06-25,9670
comuna 10,21,2024-07-31,9977
comuna 1,60,2024-06-23,45003
comuna 2,44,2024-06-23,39207
comuna 11,56,2024-06-23,37455
comuna 12,54,2024-07-31,42872
comuna 16,39,2024-06-25,49112
comuna 3,72,2024-06-23,4975
comuna 8,78,2024-07-31,25408
comuna 13,29,2024-01-30,21312
comuna 15,31,2024-01-30,614
comuna 8,24,2024-01-30,5153
comuna 15,13,2024-07-31,38989
comuna 7,29,2024-06-23,5953
comuna 7,22,2024-01-30,43854
comuna 2,68,2024-06-23,24186
comuna 16,30,2024-01-30,23396
comuna 2,81,2024-01-30,45131
comuna 4,21,2024-01-30,46102
comuna 6,44,2024-06-23,19101
comuna 5,57,2024-01-30,45125
comuna 14,25,2024-01-30,10761
comuna 3,21,2024-07-31,44524
comuna 2,63,2024-06-25,34125
comuna 14,31,2024-01-30,30490
comuna 9,18,2024-06-25,11719
comuna 10,68,2024-07-31,5256
comuna 16,62,2024-07-31,1448
comuna 4,75,2024-06-25,15282
comuna 12,19,2024-06-25,7760
comuna 7,71,2024-07-31,10152
comuna 14,37,2024-06-25,155
comuna 14,25,2024-07-31,30436
comuna 5,55,2024-06-23,26111
comuna 5,94,2024-07-31,12568
comuna 11,73,2024-01-30,8682
comuna 2,18,2024-07-31,32902
comuna 15,62,2024-01-30,26354
comuna 4,91,2024-06-25,35623
comuna 8,22,2024-01-30,28357
comuna 7,38,2024-07-31,7601
comuna 13,51,2024-06-25,20520
comuna 2,30,2024-06-25,2307
comuna 13,59,2024-01-30,36098
comuna 16,73,2024-06-23,32534
comuna 15,77,2024-07-31,34626
comuna 6,30,2024-01-30,14139
comuna 13,13,2024-01-30,41023
comuna 14,47,2024-07-31,16724
comuna 4,43,2024-07-31,46297
comuna 14,16,2024-01-30,21796
comuna 16,24,2024-01-30,6826
comuna 10,42,2024-07-31,470
comuna 5,88,2024-07-31,28090
comuna 13,56,2024-06-23,45736
comuna 11,47,2024-06-23,1654
comuna 1,68,2024-01-30,24083
comuna 9,46,2024-07-31,9079
comuna 5,81,2024-01-30,147
comuna 2,20,2024-06-23,36779
comuna 4,85,2024-07-31,9393
comuna 10,63,2024-01-30,27776
comuna 7,35,2024-07-31,18054
comuna 9,97,2024-06-25,31560
comuna 15,96,2024-06-23,3875
comuna 6,74,2024-06-25,6496
comuna 11,15,2024-06-25,38829
comuna 6,56,2024-01-30,32539
comuna 4,82,2024-01-30,10295
comuna 10,59,2024-06-25,25147
comuna 14,55,2024-01-30,12158
comuna 3,95,2024-01-30,40689
comuna 4,26,2024-06-25,41795
comuna 5,48,2024-06-23,28433
comuna 11,10,2024-06-25,12218
comuna 6,12,2024-07-31,17758
comuna 12,100,2024-07-31,44330
comuna 15,47,2024-06-23,48772
comuna 4,16,2024-07-31,12559
comuna 16,37,2024-06-23,3208
comuna 6,99,2024-07-31,39493
comuna 14,58,2024-06-23,3116
comuna 15,47,2024-06-23,14722
comuna 6,86,2024-06-25,37578
comuna 14,77,2024-07-31,37646
comuna 10,48,2024-06-23,16759
comuna 1,14,2024-06-23,35401
comuna 9,27,2024-06-25,21708
comuna 7,48,2024-06-23,8625
comuna 3,57,2024-01-30,37858
comuna 5,62,2024-01-30,26439
comuna 16,25,2024-06-25,7727
comuna 8,100,2024-01-30,20436
comuna 11,24,2024-07-31,11443
comuna 13,25,2024-06-25,38204
comuna 2,53,2024-06-23,45012
comuna 15,41,2024-01-30,13254
comuna 9,46,2024-07-31,13086
comuna 1,59,2024-07-31,6823
comuna 8,27,2024-06-25,47109
comuna 11,41,2024-01-30,40898
comuna 4,90,2024-01-30,8796
comuna 9,51,2024-06-23,23903
comuna 1,97,2024-06-23,19646
comuna 9,57,2024-06-23,5556
comuna 9,47,2024-06-23,37238
comuna 6,83,2024-06-25,21858
comuna 3,10,2024-06-25,45149
comuna 5,37,2024-06-25,41207
comuna 7,14,2024-06-25,17702
comuna 4,63,2024-06-23,37241
comuna 9,19,2024-07-31,18696
comuna 11,65,2024-07-31,2927
comuna 3,53,2024-06-23,46803
comuna 14,29,2024-01-30,31259
comuna 2,37,2024-07-31,47561
comuna 9,26,2024-01-30,20136
comuna 15,16,2024-06-25,9216
comuna 13,81,2024-01-30,17238
comuna 14,90,2024-06-25,33703
comuna 5,76,2024-01-30,6811
comuna 7,84,2024-01-30,9190
comuna 6,73,2024-06-25,7275
comuna 1,27,2024-01-30,19014
comuna 15,77,2024-06-23,4895
comuna 3,28,2024-01-30,11205
comuna 11,24,2024-01-30,13738
comuna 3,52,2024-01-30,2642
comuna 10,68,2024-06-23,34997
comuna 1,92,2024-07-31,47909
comuna 9,20,2024-06-25,43114
comuna 6,97,2024-06-23,23693
comuna 2,17,2024-06-25,2764
comuna 15,26,2024-06-25,20758
comuna 15,76,2024-06-25,24683
comuna 8,54,2024-06-23,31890
comuna 12,62,2024-06-25,18794
comuna 12,63,2024-01-30,33780
comuna 9,82,2024-01-30,10124
comuna 9,48,2024-07-31,4259
comuna 13,23,2024-07-31,6912
comuna 11,50,2024-01-30,10859
comuna 5,25,2024-06-23,31261
comuna 9,58,2024-06-25,17967
comuna 14,11,2024-01-30,43951
comuna 9,33,2024-06-23,42407
comuna 11,74,2024-01-30,41625
comuna 3,89,2024-01-30,49498
comuna 1,81,2024-01-30,28062
comuna 4,68,2024-01-30,28042
comuna 12,55,2024-07-31,11309
comuna 12,46,2024-07-31,21554
comuna 14,36,2024-01-30,36402
comuna 16,18,2024-06-23,31886
comuna 15,30,2024-01-30,31186
comuna 9,20,2024-06-23,39321
comuna 7,19,2024-06-25,8673
comuna 9,58,2024-06-25,13790
comuna 16,49,2024-06-23,8061
comuna 7,16,2024-06-23,8137
comuna 3,88,2024-07-31,19561
comuna 15,72,2024-06-23,20610
comuna 2,44,2024-01-30,19142
comuna 16,90,2024-06-23,26673
comuna 4,26,2024-07-31,12152
comuna 10,80,2024-06-23,27490
comuna 6,41,2024-06-25,36661
comuna 3,27,2024-01-30,24475
comuna 11,40,2024-06-25,2284
comuna 8,87,2024-07-31,12869
comuna 4,32,2024-01-30,725
comuna 11,44,2024-01-30,46306
comuna 9,53,2024-01-30,30482
comuna 5,57,2024-06-25,37297
comuna 15,91,2024-06-23,28639
comuna 15,39,2024-01-30,42913
comuna 13,66,2024-06-23,41100
comuna 6,16,2024-06-25,238
comuna 9,85,2024-06-25,5939
comuna 1,24,2024-01-30,26106
comuna 9,62,2024-07-31,16850
comuna 7,59,2024-06-23,24025
comuna 12,65,2024-06-23,11252
comuna 9,41,2024-07-31,47569
comuna 7,52,2024-07-31,42322
comuna 6,44,2024-06-25,24210
comuna 13,25,2024-06-23,22633
